,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3496,2013 Audi A4,2.0 TDI Sline,₹ 17 Lakh,Jun 2013,"59,337 km",Diesel,21.76 kmpl,Automatic,Blue,Not Available,First,Registered at,Finance Available,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
3497,2017 Audi A3,35 TFSI Premium Plus,₹ 21 Lakh,Nov 2017,"31,000 km",Petrol,FWD ,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
3498,2019 Mercedes-Benz GLS,350 d,₹ 78 Lakh,Jun 2019,"48,000 km",Diesel,11.5 kmpl,Automatic,White,Not Available,Second,Registered at,"Very Good Condition, Certified Car, Non Accidental & Original Paint",4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
3499,2019 Mercedes-Benz S-Class,Maybach S 500,₹ 1.9 Crore,Jun 2019,"23,000 km",Petrol,"Automatic - 9 Gears, Paddle Shift, Sport Mode ",Automatic,Black,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Single Owner, Alloy Wheels & Rear view Camera",4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
3500,2017 Maruti Suzuki Eeco,5 STR WITH A/C+HTR [2019-2020],₹ 4.01 Lakh,May 2017,"26,035 km",Petrol,16.2 kmpl,Manual,Grey,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
3501,2017 Hyundai Eon,Era +,₹ 3.53 Lakh,May 2017,"22,454 km",Petrol,21.1 kmpl,Manual,Black,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
3502,2015 Maruti Suzuki Wagon R,VXI,₹ 3.95 Lakh,May 2015,"66,143 km",Petrol,20.5 kmpl,Manual,Grey,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
3503,2019 Honda WR-V,S MT Petrol,₹ 8.5 Lakh,Jun 2019,"49,000 km",Petrol,17.5 kmpl,Manual,Brown,Not Available,First,Registered at,"Very Good Condition, Single Owner, Finance Available & Test Drive Available",4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3504,2017 Honda Amaze,1.2 S i-VTEC,₹ 5.25 Lakh,Jan 2017,"39,900 km",Petrol,17.8 kmpl,Manual,Grey,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3505,2016 Maruti Suzuki Ciaz,VDi+ SHVS,₹ 5.1 Lakh,Jun 2016,"97,000 km",Diesel,28.09 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3506,2015 Maruti Suzuki Swift,VDi,₹ 4.75 Lakh,Jun 2015,"79,000 km",Diesel,22.9 kmpl,Manual,Grey,Not Available,First,Registered at,Immaculate Condition,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3507,2019 Honda City,VX,₹ 9.9 Lakh,Jun 2019,"42,000 km",Petrol,FWD ,Manual,White,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3508,2019 Kia Seltos,GTX AT 1.4,₹ 15.9 Lakh,Oct 2019,"21,000 km",Petrol,16.5 kmpl,Automatic,Grey,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3509,2015 Porsche Cayenne,S Diesel,₹ 46 Lakh,Dec 2015,"69,000 km",Diesel,AWD ,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3510,2013 Honda Brio,S MT,₹ 3.75 Lakh,Oct 2013,"53,000 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3511,2014 Volvo S60,Summum D4,₹ 12.5 Lakh,Oct 2014,"1,01,216 km",Diesel,FWD ,Automatic,Black,Not Available,Third,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3512,2016 Hyundai Grand i10,Asta AT 1.2 Kappa VTVT (O) [2016-2017],₹ 4.96 Lakh,Jul 2016,"39,755 km",Petrol,16.95 kmpl,Automatic,Silver,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3513,2010 BMW 7-Series,730Ld Sedan,₹ 20 Lakh,Mar 2010,"77,000 km",Diesel,14.5 kmpl,Automatic,Black,Not Available,Second,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3514,2013 Maruti Suzuki Swift DZire,VDI,₹ 4.45 Lakh,Oct 2013,"58,000 km",Diesel,23.4 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3515,2016 Honda Jazz,SV Diesel,₹ 5.9 Lakh,Jan 2016,"48,302 km",Diesel,27.3 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.2/5
3516,2021 Maruti Suzuki XL6,Zeta MT Petrol,₹ 11.3 Lakh,Dec 2021,"3,600 km",Petrol,19.01 kmpl,Manual,Blue,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3517,2017 Volkswagen Ameo,Highline Plus 1.5L AT (D)16 Alloy,₹ 6.75 Lakh,Aug 2017,"68,000 km",Diesel,21.73 kmpl,Automatic,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3518,2018 Honda WR-V,VX MT Diesel,₹ 8.9 Lakh,Mar 2018,"24,400 km",Diesel,25.5 kmpl,Manual,Orange,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3519,2016 Mercedes-Benz CLA,200 Petrol Sport,₹ 22.5 Lakh,Jun 2016,"43,000 km",Petrol,FWD ,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3520,2018 BMW X1,sDrive20d M Sport,₹ 33 Lakh,Oct 2018,"27,000 km",Diesel,4WD / AWD ,Automatic,Blue,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3521,2014 Hyundai Grand i10,Asta 1.2 Kappa VTVT [2013-2016],₹ 5.25 Lakh,Jun 2014,"67,000 km",Petrol,18.9 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3522,2017 Mercedes-Benz S-Class,350 CDI Long Blue-Efficiency,₹ 79 Lakh,Feb 2017,"18,000 km",Diesel,18.9 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3523,2013 Hyundai Verna,EX 1.6 VTVT [2017-2018],₹ 4.9 Lakh,Jul 2013,"73,000 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3524,2019 Honda City,VX,₹ 9.9 Lakh,Jun 2019,"42,000 km",Petrol,FWD ,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.6/5
3525,2013 Nissan Terrano,XL (D),₹ 4 Lakh,Jun 2013,"60,200 km",Diesel,20.5 kmpl,Manual,Silver,Not Available,First,Registered at,Immaculate Condition & Single Owner,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3526,2021 Maruti Suzuki XL6,Zeta MT Petrol,₹ 10.9 Lakh,Apr 2021,"13,500 km",Petrol,19.01 kmpl,Manual,Grey,Not Available,First,Registered at,Get Seller Details,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
3527,2017 Honda Mobilio,V Diesel,₹ 5.9 Lakh,Jun 2017,"42,000 km",Diesel,24.200000762939453 kmpl,Manual,Gold,Not Available,First,Registered at,"Good Condition, Non Accidental, Original Paint, Certified Car, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3528,2015 Porsche Cayenne,S Diesel,₹ 46 Lakh,Dec 2015,"69,000 km",Diesel,AWD ,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3529,2019 Bentley Bentayga,V8 Petrol,₹ 4.25 Crore,Apr 2019,"16,400 km",Petrol,24.8 kmpl,Automatic,Blue,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3530,2021 Kia Carnival,Premium 7 STR,₹ 26 Lakh,Aug 2021,"30,300 km",Diesel,13.9 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3531,2020 Hyundai Verna,SX 1.5 CRDi,₹ 11.76 Lakh,Oct 2020,"23,000 km",Diesel,25 kmpl,Manual,Black,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3532,2020 Hyundai Creta,SX 1.4 Turbo 7 DCT,₹ 15.91 Lakh,Nov 2020,"25,000 km",Petrol,17 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3533,2019 Mahindra Scorpio,S11 2WD 7 STR,₹ 17.5 Lakh,Dec 2019,"98,000 km",Diesel,15 kmpl,Manual,Black,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3534,2018 Hyundai Verna,1.6 VTVT SX,₹ 9.25 Lakh,Jul 2018,"33,500 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3535,2019 Maruti Suzuki Alto 800,Lxi,₹ 3.52 Lakh,Apr 2019,"35,000 km",Petrol,22.74 kmpl,Manual,Black,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3536,2017 BMW X1,sDrive20d xLine,₹ 21.5 Lakh,Aug 2017,"65,000 km",Diesel,RWD ,Automatic,Blue,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3537,2021 BMW 5-Series,520d Luxury Line [2017-2019],₹ 59 Lakh,Apr 2021,"3,000 km",Diesel,22.48 kmpl,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3538,2016 Audi TT,45 TFSI,₹ 50 Lakh,Oct 2016,"9,865 km",Petrol,AWD ,Automatic,Yellow,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3539,2015 Maruti Suzuki Swift,VXi,₹ 4.95 Lakh,Aug 2015,"51,500 km",Petrol,18.6 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3540,2020 Hyundai Elite i20,Magna 1.2 [2016-2017],₹ 7 Lakh,Jul 2020,"22,800 km",Petrol,18.6 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3541,2014 Skoda Octavia,Elegance 1.8 TSI AT,₹ 9.9 Lakh,Aug 2014,"52,700 km",Petrol,14.7 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3542,2013 Hyundai Grand i10,Magna 1.2 Kappa VTVT [2013-2016],₹ 3.74 Lakh,Oct 2013,"48,000 km",Petrol,18.9 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3543,2015 Honda Mobilio,V Diesel,₹ 7.25 Lakh,Sep 2015,"28,200 km",Diesel,24.200000762939453 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3544,2022 Maruti Suzuki S-Cross,Zeta,₹ 10.9 Lakh,Jan 2022,"6,200 km",Petrol,18.5 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3545,2021 Skoda Rapid,Ambition 1.6 MPI AT,₹ 10.4 Lakh,Jul 2021,"21,000 km",Petrol,FWD ,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3546,2014 Audi Q7,3.0 TDI quattro Premium Plus,₹ 23 Lakh,Jan 2014,"68,000 km",Diesel,12.07 kmpl,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3547,2016 Audi A4,2.0 TDI (177bhp) Premium Plus,₹ 15.75 Lakh,Feb 2016,"51,000 km",Diesel,17.11 kmpl,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3548,2012 Mercedes-Benz S-Class,350 L,₹ 11 Lakh,Feb 2012,"96,000 km",Petrol,9.25 kmpl,Automatic,Black,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3549,2019 Land Rover Range Rover Sport,SDV6 HSE,₹ 92.5 Lakh,Mar 2019,"58,800 km",Diesel,"Automatic - 8 Gears, Paddle Shift, Sport Mode ",Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3550,2021 Maruti Suzuki Swift,VXi,₹ 7.5 Lakh,Jun 2021,"7,645 km",Petrol,113 Nm @ 4400 rpm ,Manual,Blue,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3551,2012 Mitsubishi Pajero,2.5 MT,₹ 6.99 Lakh,Mar 2012,"86,000 km",Diesel,AWD ,Manual,Black,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3552,2019 Toyota Innova,2.8 GX AT 8 STR [2016-2020],₹ 18.37 Lakh,May 2019,"55,000 km",Diesel,14.29 kmpl,Automatic,Grey,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3553,2022 Honda Jazz,ZX CVT,₹ 11 Lakh,Feb 2022,"6,650 km",Petrol,17.1 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3554,2014 Hyundai Verna,Fluidic 1.6 VTVT SX Opt,₹ 5.86 Lakh,May 2014,"39,600 km",Petrol,FWD ,Manual,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3555,2014 Maruti Suzuki Celerio,VXi AMT,₹ 4.25 Lakh,May 2014,"34,000 km",Petrol,23.1 kmpl,Automatic,Green,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3556,2015 Honda City,VX,₹ 6.9 Lakh,Sep 2015,"46,000 km",Petrol,FWD ,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3557,2016 Hyundai Creta,1.6 SX,₹ 8.85 Lakh,Apr 2016,"58,000 km",Diesel,19.67 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3558,2010 BMW X5,3.0d,₹ 12.5 Lakh,Feb 2010,"92,200 km",Diesel,4WD / AWD ,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3559,2013 Audi A8,3.0 TDI quattro,₹ 25.5 Lakh,Oct 2013,"45,500 km",Diesel,15.5 kmpl,Automatic,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3560,2008 Mercedes-Benz E-Class,280 Elegance,₹ 5 Lakh,Mar 2008,"1,17,000 km",Petrol,6.6 kmpl,Automatic,Black,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3561,2014 Mitsubishi Pajero,2.5 MT,₹ 7.75 Lakh,Oct 2014,"65,400 km",Diesel,AWD ,Manual,Red,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3562,2017 Mahindra XUV500,W10,₹ 8.75 Lakh,Apr 2017,"62,000 km",Diesel,16 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3563,2014 Hyundai Santa Fe,4 WD (AT),₹ 8.76 Lakh,Jun 2014,"77,000 km",Diesel,10.8 kmpl,Automatic,White,Not Available,Third,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3564,2018 Maruti Suzuki Eeco,5 STR WITH A/C+HTR [2019-2020],₹ 3.9 Lakh,Jul 2018,"14,200 km",Petrol,16.2 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3565,2012 Toyota Etios,GD,₹ 3.99 Lakh,Apr 2012,"58,000 km",Diesel,FWD ,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3566,2013 Honda Brio,S MT,₹ 3.75 Lakh,Oct 2013,"53,000 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3567,2018 Honda City,SV Diesel,₹ 7.9 Lakh,Mar 2018,"60,000 km",Diesel,FWD ,Manual,Brown,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3568,2018 Datsun Redigo,T(O) 1.0 AMT [2018-2019],₹ 2.7 Lakh,Sep 2018,"21,000 km",Petrol,23 kmpl,Automatic,Grey,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3569,2021 Mercedes-Benz GLC,220d 4MATIC Progressive,₹ 63 Lakh,May 2021,"6,800 km",Diesel,192 bhp @ 3800 rpm ,Automatic,White,Not Available,UnRegistered Car,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3570,2015 BMW 7-Series,730Ld,₹ 33.5 Lakh,Jul 2015,"1,26,000 km",Diesel,11.1 kmpl,Automatic,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3571,2018 Datsun Go,T (O),₹ 2.5 Lakh,Jul 2018,"47,000 km",Petrol,20.1 kmpl,Manual,Grey,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3572,2011 Toyota Corolla Altis,G Diesel,₹ 3.75 Lakh,Jul 2011,"68,000 km",Diesel,21.45 kmpl,Manual,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3573,2014 Volvo S60,Summum D4,₹ 12.5 Lakh,Oct 2014,"1,01,216 km",Diesel,FWD ,Automatic,Black,Not Available,Third,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3574,2011 Mercedes-Benz S-Class,350 L,₹ 13 Lakh,Jan 2011,"1,33,000 km",Petrol,9.25 kmpl,Automatic,Brown,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3575,2018 Hyundai Elite i20,Magna Executive 1.2,₹ 6.22 Lakh,Dec 2018,"14,000 km",Petrol,18.6 kmpl,Manual,Red,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3576,2017 Renault Koleos,4x4 MT [2014-2017],₹ 6.25 Lakh,Apr 2017,"67,000 km",Diesel,AWD ,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3577,2015 Datsun Go Plus,T,₹ 2.5 Lakh,Mar 2015,"43,000 km",Petrol,19.44 kmpl,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3578,2018 Volkswagen Polo,Highline1.0L (P),₹ 5.9 Lakh,Aug 2018,"60,000 km",Petrol,18.78 kmpl,Manual,Red,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3579,2014 BMW 3-Series,320d Sport Line,₹ 17.5 Lakh,Aug 2014,"59,000 km",Diesel,18.88 kmpl,Automatic,White,Not Available,Third,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3580,2015 Porsche Cayenne,Turbo,₹ 78 Lakh,Dec 2015,"12,000 km",Petrol,9.52 kmpl,Automatic,Blue,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3581,2019 Mercedes-Benz GLE,43 4MATIC [2017-2019],₹ 77.78 Lakh,Jan 2019,"22,000 km",Petrol,"Automatic - 9 Gears, Paddle Shift ",Automatic,Blue,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3582,2020 Mercedes-Benz C-Class,C 220d Progressive [2018-2019],₹ 40 Lakh,Jan 2020,"16,000 km",Diesel,12.06 kmpl,Automatic,Blue,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3583,2021 Mahindra Thar,LX 4-STR Hard Top Diesel MT,₹ 16.25 Lakh,Sep 2021,"7,800 km",Diesel,4WD / AWD ,Manual,Red,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3584,2018 Ford Endeavour,Titanium 2.2 4x2 AT,₹ 33 Lakh,Nov 2018,"9,677 km",Diesel,12.62 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3585,2013 Honda Amaze,1.5 EX i-DTEC,₹ 3.49 Lakh,May 2013,"44,000 km",Diesel,25.8 kmpl,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3586,2010 Maruti Suzuki Alto,LXi BS-III,₹ 1.55 Lakh,Oct 2010,"83,000 km",Petrol,14.54 kmpl,Manual,White,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3587,2017 Mercedes-Benz C-Class,C 220 CDI Style,₹ 31 Lakh,Oct 2017,"40,000 km",Diesel,19.27 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
3588,2020 MG Hector,Smart 1.5 DCT Petrol [2019-2020],₹ 16.5 Lakh,Jun 2020,"19,300 km",Petrol,13.96 kmpl,Automatic,Black,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.5/5,3.8/5
